[237.71700000000001, 13549.188784921202, 3, 3, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.03291771242616438, 0.2498607454007018, 357, 11.751623336140685, 187.61397336019508, (-0.0018814086217028556, array(1893.869648022598))]
[216.5, 21877.087599999999, 3, 2, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.02396541926592545, 1.2673480391022995, 861, 20.634225987961813, 0.0, (0.013267562488931786, array(1486.3510765843616))]
[291.42641927, 98282.671098742838, 2, 1, 1, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.019339027753090585, 7.52558306014636, 425, 8.219086795063498, 281.49366434953737, (-0.28953380257291483, array(1235.290513754812))]
[233.593254, 41218.93837195151, 2, 2, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.04332616872489505, 9.462911347793323, 144, 6.238968296384887, 27.812144577504263, (0.018370756879802084, array(2151.793375863188))]
[281.249325, 93894.703744546772, 2, 1, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.03429753255197474, 0.18437452836878365, 739, 25.345876555909335, 149.05937298606887, (0.0029542657305842309, array(1842.9040113087208))]
[227.32500000000002, 9431.8630763622587, 2, 3, 3, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.016095565343764114, 2.347744381618698, 468, 7.532724580881605, 134.00998097156793, (-0.015489764553718175, array(1243.5406183411094))]
[237.71700000000001, 22317.664134285831, 3, 3, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.022573691529845466, 6.124503781225751, 221, 4.988785828095848, 187.61397336019508, (-0.077685508808116532, array(1517.2438660822324))]
[330.864394, 165297.37469493801, 1, 1, 1, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.022821982812964815, 9.588908113547369, 868, 19.80948108165346, 276.63215042001173, (-0.29292382029931524, array(1351.7806343157997))]
[252.58852800000003, 3999.8820464137139, 2, 1, 3, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.059007478848520034, 1.9144192459315146, 498, 29.385724466562976, 218.06222495425473, (-0.010699982082651256, array(2638.565918842136))]
[267.54970049999997, 2827.1950330882555, 2, 2, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.05593572982882568, 7.308728316062089, 435, 24.33204247553917, 260.51398067954045, (-0.07622620288103614, array(2594.2780542264018))]
[294.17947299999997, 106530.44942857693, 3, 1, 3, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.054883692020846316, 5.716348320430832, 415, 22.77673218865122, 260.84578242133796, (-0.060378799077981868, array(2612.776314658138))]
[258.93833000000001, 32764.938297547997, 3, 3, 3, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.024289769351809622, 8.473814185774954, 327, 7.942754578041747, 265.33976232370452, (-0.22311155179009351, array(1679.3900242852478))]
[252.28556400000002, 61894.739160975943, 3, 3, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.04058471946459104, 4.285287603180871, 571, 23.173874814281483, 28.90350629248984, (0.015049905260107188, array(2180.157462078884))]
[252.62925799999996, 8669.49940334436, 1, 3, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.05024939720281089, 2.9345706380532546, 942, 47.33493216504785, 241.7238259295099, (-0.029877261322123799, array(2371.619712791103))]
[227.22499999999999, 1357.5010000000002, 1, 2, 1, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.01011422371085273, 0.8029372678197566, 114, 1.153021503037211, 0.0, (0.015980361350430308, array(774.8221639941336))]
[290.12032900000003, 104327.72898159992, 2, 3, 1, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.034216789351188034, 4.127581354448658, 184, 6.295889240618599, 92.251755056475744, (0.0056507035521347372, array(1892.2691691931805))]
[220.60365400000001, 5744.6950713983488, 2, 1, 3, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.04410448608737363, 8.557152292719998, 285, 12.569778534901484, 80.443675860815802, (0.0053829596816953431, array(2134.7343556748583))]
[226.079476, 3546.6103824400143, 3, 1, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.05370976419960862, 9.479274770811216, 612, 32.87037569016048, 81.435942212268884, (0.0062748479297630088, array(2445.245064286224))]
[216.5, 22180.196366666667, 3, 3, 1, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.05936990809906849, 3.1396152361207177, 607, 36.037534216134574, 0.0, (0.011938777480999191, array(2637.64147305961))]
[305.01559851000002, 121680.16767754473, 2, 1, 1, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.05376902792191415, 1.175671912644356, 302, 16.238246432418073, 287.98189774374708, (-0.020412128624769151, array(2442.54090394677))]
[251.76937799999999, 9149.9832832237535, 3, 3, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.058841555465085404, 1.5647817336149183, 749, 44.07232504334897, 241.31209481084863, (-0.012515599921938217, array(2749.9492580355973))]
[231.81399999999999, 39486.609818181823, 1, 1, 2, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.04999105884858163, 4.394698979970059, 935, 46.74164002342383, 0.0, (0.013234872372183971, array(2257.801737464395))]
[251.57299999999998, 20715.320371771861, 2, 1, 3, 0.97, 0.7, 0.7, 0.7, 0.7, 0.7, 0.013953781584413912, 3.6642117912223924, 444, 6.195479023479777, 241.21796574882228, (-0.15431521306158691, array(1069.8244336395899))]
